Domain,Indicator,CD,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Definition,Source
Housing,Serious Housing Code Violations,Brooklyn CD 14,*,*,92.0,*,*,109.7,*,*,83.8,74.7,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Brooklyn CD 15,*,*,19.5,*,*,28.2,*,*,19.5,24.4,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Brooklyn CD 16,*,*,149.19999999999999,*,*,143.69999999999999,*,*,120.9,129.5,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Brooklyn CD 17,*,*,97.0,*,*,123.6,*,*,97.7,92,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Brooklyn CD 18,*,*,21.7,*,*,37.799999999999997,*,*,28.4,28.6,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 1,*,*,1.0,*,*,1.5,*,*,1.1000000000000001,2.1,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 2,*,*,15.4,*,*,13.9,*,*,15.5,14.2,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 3,*,*,28.1,*,*,24.2,*,*,24.4,21.4,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 4,*,*,13.7,*,*,16.5,*,*,11,11.4,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 5,*,*,6.7,*,*,7.1,*,*,5.7,5.6,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 6,*,*,4.3,*,*,5.5,*,*,5.8,6.3,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 7,*,*,14.4,*,*,14.8,*,*,14.7,19.8,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 8,*,*,10.7,*,*,12.1,*,*,10.9,14.2,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 9,*,*,113.1,*,*,120.1,*,*,92.7,119,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 10,*,*,54.1,*,*,50.5,*,*,55.8,61.3,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 11,*,*,50.3,*,*,51,*,*,41.9,49.7,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Manhattan CD 12,*,*,108.6,*,*,153.9,*,*,115.7,123.9,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 1,*,*,16.7,*,*,10.7,*,*,13.8,13.9,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 2,*,*,29.4,*,*,15.9,*,*,14.4,17.100000000000001,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 3,*,*,35.1,*,*,28.3,*,*,29.1,29.4,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 4,*,*,15.9,*,*,19.7,*,*,16.600000000000001,15.7,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 5,*,*,18.7,*,*,17.3,*,*,19,19.7,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 6,*,*,8.8000000000000007,*,*,9.3000000000000007,*,*,7.5,11.7,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 7,*,*,9.8000000000000007,*,*,9.4,*,*,10.3,10.5,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 8,*,*,15.2,*,*,20.9,*,*,17.3,19,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 9,*,*,24.1,*,*,32.6,*,*,24.6,29.9,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 10,*,*,33.0,*,*,26.8,*,*,22.3,26.4,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 11,*,*,5.0999999999999996,*,*,7.1,*,*,5.2,4.5,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 12,*,*,62.7,*,*,67.0,*,*,55.7,53.5,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 13,*,*,26.0,*,*,38.1,*,*,30.4,32.6,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Queens CD 14,*,*,30.9,*,*,39.6,*,*,36.9,43.4,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Staten Island CD 1,*,*,40.700000000000003,*,*,69.400000000000006,*,*,57.5,60.1,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Staten Island CD 2,*,*,9.5,*,*,10.0,*,*,16.2,17.7,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Staten Island CD 3,*,*,3.9,*,*,6.2,*,*,7.5,11.9,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 1,*,*,*,*,*,*,*,*,*,*,5684,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 2,*,*,*,*,*,*,*,*,*,*,3303,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 3,*,*,*,*,*,*,*,*,*,*,5524,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 4,*,*,*,*,*,*,*,*,*,*,9482,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 5,*,*,*,*,*,*,*,*,*,*,8833,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 6,*,*,*,*,*,*,*,*,*,*,5311,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 7,*,*,*,*,*,*,*,*,*,*,7203,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 8,*,*,*,*,*,*,*,*,*,*,2257,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 9,*,*,*,*,*,*,*,*,*,*,7397,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 10,*,*,*,*,*,*,*,*,*,*,2292,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 11,*,*,*,*,*,*,*,*,*,*,3084,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx CD 12,*,*,*,*,*,*,*,*,*,*,4887,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Bronx Missing CD,*,*,*,*,*,*,*,*,*,*,5,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 1,*,*,*,*,*,*,*,*,*,*,3352,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 2,*,*,*,*,*,*,*,*,*,*,2025,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 3,*,*,*,*,*,*,*,*,*,*,7059,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 4,*,*,*,*,*,*,*,*,*,*,4857,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 5,*,*,*,*,*,*,*,*,*,*,9436,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 6,*,*,*,*,*,*,*,*,*,*,1298,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 9,*,*,*,*,*,*,*,*,*,*,2885,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 10,*,*,*,*,*,*,*,*,*,*,1742,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 11,*,*,*,*,*,*,*,*,*,*,4171,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 12,*,*,*,*,*,*,*,*,*,*,2466,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 13,*,*,*,*,*,*,*,*,*,*,3336,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 14,*,*,*,*,*,*,*,*,*,*,3659,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 15,*,*,*,*,*,*,*,*,*,*,2708,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 16,*,*,*,*,*,*,*,*,*,*,5834,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 17,*,*,*,*,*,*,*,*,*,*,5516,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 18,*,*,*,*,*,*,*,*,*,*,3930,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn Missing CD,*,*,*,*,*,*,*,*,*,*,3,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 1,*,*,*,*,*,*,*,*,*,*,379,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 2,*,*,*,*,*,*,*,*,*,*,606,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 3,*,*,*,*,*,*,*,*,*,*,6326,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 4,*,*,*,*,*,*,*,*,*,*,1317,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 5,*,*,*,*,*,*,*,*,*,*,450,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 6,*,*,*,*,*,*,*,*,*,*,587,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 7,*,*,*,*,*,*,*,*,*,*,1961,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 8,*,*,*,*,*,*,*,*,*,*,668,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 9,*,*,*,*,*,*,*,*,*,*,3588,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 10,*,*,*,*,*,*,*,*,*,*,5489,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 11,*,*,*,*,*,*,*,*,*,*,5166,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Manhattan CD 12,*,*,*,*,*,*,*,*,*,*,8164,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 1,*,*,*,*,*,*,*,*,*,*,3038,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 2,*,*,*,*,*,*,*,*,*,*,1582,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 3,*,*,*,*,*,*,*,*,*,*,3080,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 4,*,*,*,*,*,*,*,*,*,*,3376,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 5,*,*,*,*,*,*,*,*,*,*,2729,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 6,*,*,*,*,*,*,*,*,*,*,1081,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 7,*,*,*,*,*,*,*,*,*,*,4859,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 8,*,*,*,*,*,*,*,*,*,*,2152,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 9,*,*,*,*,*,*,*,*,*,*,2801,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 10,*,*,*,*,*,*,*,*,*,*,1550,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 11,*,*,*,*,*,*,*,*,*,*,854,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 12,*,*,*,*,*,*,*,*,*,*,6963,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 13,*,*,*,*,*,*,*,*,*,*,2859,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens CD 14,*,*,*,*,*,*,*,*,*,*,3092,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Queens Missing CD,*,*,*,*,*,*,*,*,*,*,3,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Total Number of Families on the Public Housing Waiting List,Staten Island CD 1,*,*,*,*,*,*,*,*,*,*,4176,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
