"UID","Property Name","Lon","Lat","Agency IDs and BBLs","Names","DOF Assessed Value","Delinquencies, Liens and Arrears","Addresses","Serious Violations Issued in 2010","REAC Number","Borough","CD","City Council District","Census Tract","Building Count","Unit Count","Year Built","Owner","Rental/Coop (Tenure)","Agencies","Portfolios","Owner Profit Status","Affordability Restrictions","Start Affordability Restrictions","Status Mitchell-Lama","Start Mitchell-Lama","Status LIHTC","Placed in Service (LIHTC)","Status HUD Project-Based Rental Assistance","Earliest HUD Project-Based Rental Assistance Contract Start","Status HUD Financing & Insurance","Start HUD Financing & Insurance"
,"500566","Bleecker Street Cluster","-73.9155546390014","40.6975025605102","BBL 3-03326-0001;HPD Application 2006-010","541 Knickerbocker Avenue;Bleecker Street Cluster","46610",,,"0",,"Brooklyn","BK04: Bushwick","37","Brooklyn 433","1","7","1931","SERLIN BUILDING LIMIT","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500567","Bleecker Street Cluster","-73.9120267219797","40.6954852615856","BBL 3-03365-0103;HPD Application 2006-011","651 Knickerbocker Avenue;Bleecker Street Cluster","53922",,,"0",,"Brooklyn","BK04: Bushwick","37","Brooklyn 435","1","6","1931","SERLIN BUILDING LIMIT","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500568","Bleecker Street Cluster","-73.9182590270783","40.6889600614423","BBL 3-03366-0045;HPD Application 2006-012","1125 Putnam Avenue;Bleecker Street Cluster","166071",,"1125 PUTNAM AVENUE","0",,"Brooklyn","BK04: Bushwick","34","Brooklyn 397","1","8","1905","SERLIN BUILDING LIMIT","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500569","Seventh Avenue Cluster","-73.9540317642848","40.8053158520626","BBL 1-01923-0060;HPD Application 2006-013","278 West 118th Street;Seventh Avenue Cluster","322183",,"278 WEST 118 STREET","0",,"Manhattan","MN10: Central Harlem","09","Manhattan 218","1","10","1920","QUASAR  REALTY PARTNE","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500571","""Arthur Ransome Houses, Lp""","-73.9507459727295","40.8036045345117","BBL 1-00128-0026;BBL 1-01721-0063;BBL 1-01849-0041;BBL 1-01902-0013;BBL 1-01902-0056;BBL 1-01908-0007;BBL 1-01924-0160;BBL 1-01927-0020;HPD Application 2006-015","141 West 117 Street;151 West 123 Street;152 West 118 Street;221 West 121 Street;280 West 119 Street;356 West 116 Street;62-64 West 124 Street;Arthur Ransome Houses, Lp","10479724","Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","139 WEST 117 STREET;151 WEST 123 STREET;151 WEST STREET;152 WEST 118 STREET;221 WEST 121 STREET;280 WEST 119 STREET;356 WEST 116 STREET;62 WEST 124 STREET","7",,"Manhattan","MN01: Financial District","09","Manhattan 218","9","116","1932","ESPEUT, ELAINE TR","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500572","Cauldwell Apartments","-73.9097197841095","40.8172291894063","BBL 2-02380-0001;BBL 2-02624-0071;BBL 2-02636-0026;BBL 2-02655-0005;HPD Application 2006-016","Cauldwell Apartments","1307137",,"802 MELROSE AVENUE","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 75","5","76","1905","CAULDWELL AVENUE ASS","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","Non-Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500573","Park Lane At Sea View Senior's Housing","-74.1302242733959","40.5924582472036","BBL 5-00955-0075;HPD Application 2006-018","Park Lane At Sea View Senior's Housing","719539",,"152 BRIELLE AVENUE","0",,"Staten Island","SI02: South Beach/Willowbrook","50","Staten Island 185","3","98","1930","PARK LANE AT SEA VIEW","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","Non-Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500574","Mother Gaston Supportive Housing Project","-73.9084903051682","40.6787970667905","BBL 3-01542-0033;BBL 3-01542-0034;BBL 3-01542-0035;BBL 3-01542-0036;BBL 3-01542-0037;HPD Application 2006-019","Mother Gaston Supportive Housing Project","1049400",,,"0",,"Brooklyn","BK16: Brownsville","37","Brooklyn 369","6","50","2007","MOTHER GASTON HOUSING","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","2009","Never",,"Current","2009","Never",,"Never",
,"500575","Howard Avenue Cluster","-73.9176524941029","40.6837281035436","BBL 3-01501-0033;HPD Application 2006-020","86 Saratoga Avenue;Howard Ave Clust (86 Saratoga);Howard Avenue Cluster","65627",,"86 SARATOGA AVENUE","0",,"Brooklyn","BK03: Bedford Stuyvesant","41","Brooklyn 377","1","6","1905","HOWARD AVENUE DEVELOP","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2001","Never",,"Current","2001","Never",,"Never",
,"500577","Howard Avenue Cluster","-73.9188977887637","40.6825981436415","BBL 3-01505-0062;HPD Application 2006-023","447 Bainbridge Street;Howard Ave Clust (447 Bainbridge);Howard Avenue Cluster","145284",,"447 BAINBRIDGE STREET","0",,"Brooklyn","BK03: Bedford Stuyvesant","41","Brooklyn 377","1","7","1907","HOWARD AVENUE DEVELOP","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2001","Never",,"Current","2001","Never",,"Never",
,"500579","Locust Manor Senior Residence","-73.7729848991369","40.6809260964543","BBL 4-12529-0238;HPD Application 2006-026","Locust Manor Senior Residence","718092",,"17006 BAISELY BOULEVARD","0",,"Queens","QN12: Jamaica/Hollis","27","Queens 334.01","1","57","2008","LMSR, LP","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","2009","Never",,"Current","2009","Never",,"Never",
,"500580","Melrose Commons Cluster","-73.9159948114396","40.8204123111693","BBL 2-02402-0023;HPD Application 2006-027","721-23 Melrose Ave aka 399 E. 155 S;Melrose Commons Cluster","222492",,"721 MELROSE AVENUE","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 69","1","6","1931","MELROSE CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500581","Melrose Commons Cluster","-73.9154098403752","40.8229946585244","BBL 2-02405-0014;HPD Application 2006-028","374 East 159 Street;Melrose Commons Cluster","883349","Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","374 EAST 159 STREET","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 69","1","25","1906","MELROSE CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500582","Melrose Commons","-73.9160814950005","40.8204343319975","BBL 2-02402-0024;HPD Application 2006-029","397 East 155 Street;Melrose Commons","169028",,"397 EAST 155 STREET","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 69","1","8","1931","MELROSE CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500583","Melrose Commons Cluster","-73.9121330913438","40.8227342052343","BBL 2-02381-0051;HPD Application 2006-030","462-64 East 166 Street;Melrose Commons Cluster","558410","Delinquent for over $500 of taxes for at least one year, as of 10/2012;Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","462 EAST 160 STREET","2",,"Bronx","BX03: Morrisania/Crotona","17","Bronx 141","1","21","1910","MELROSE CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500584","West 111Th Street Cluster","-73.9565369829629","40.8022564608471","BBL 1-01828-0061;HPD Application 2006-031","2084 8th Avenue;West 111Th Street Cluster","512190",,"282 WEST 113 STREET","0",,"Manhattan","MN10: Central Harlem","09","Manhattan 216","1","9","1910","CATHEDRAL PARKWAY DEV","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500585","West 111Th Street Cluster","-73.9558325949879","40.8023330452984","BBL 1-01829-0009;HPD Application 2006-033","267 W 113 Street;West 111Th Street Cluster","310616",,"267 WEST 113 STREET","0",,"Manhattan","MN10: Central Harlem","09","Manhattan 216","1","12","1920","CATHEDRAL PARKWAY DEV","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage","For Profit","Affordable","2005","Never",,"Current","2005","Never",,"Never",
,"500586","2668 Decatur Avenue","-73.8890302666024","40.8643020394254","BBL 2-03277-0020;HPD Application 2006-034","2668 Decatur Avenue","755442",,"2668 DECATUR AVENUE","0",,"Bronx","BX07: Kingsbridge Heights/Bedford","15","Bronx 397","1","18","2007","FORDHAM-BEDFORD HOUSI","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","2009","Never",,"Current","2009","Never",,"Never",
,"500587","""West 147Th Street Apartments, L.P.""","-73.9389235005386","40.8235090477413","BBL 1-02033-0018;BBL 1-02033-0020;BBL 1-02033-0023;HPD Application 2006-035","West 147Th Street Apartments, L.P.","1612710",,"209 WEST 147 STREET;213 WEST 147 STREET;215 WEST 147 STREET","0",,"Manhattan","MN10: Central Harlem","07","Manhattan 234","3","41","1920","WEST 147TH STREET APA","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500588","Dorothy Mcgowan Hdfc","-73.9422418020257","40.8343386349458","BBL 1-02117-0026;BBL 1-02117-0027;HPD Application 2006-036","Dorothy Mcgowan Hdfc","110005",,"520 WEST 159 STREET","0",,"Manhattan","MN12: Washington Heights/Inwood","07","Manhattan 245","3","39",,"DOROTHY MCGOWAN HOUSI","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500589","Luacaw Brownstones Lp","-73.9417320286999","40.834610104473","BBL 1-02118-0046;BBL 1-02118-0048;BBL 1-02118-0050;HPD Application 2006-037","515 West 159th Street;517 West 159th Street;521 West 159th Street;Luacaw Brownstones Lp;West 159th Street","1387260",,"515 WEST 159 STREET;517 WEST 159 STREET;521 WEST 159 STREET","18",,"Manhattan","MN12: Washington Heights/Inwood","10","Manhattan 245","3","12","1905","515 517 & 521 WEST 1","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","1997","Never",,"Current","1997","Never",,"Never",
,"500590","Crotona Park Avenue Cluster","-73.9017434639715","40.838749433729","BBL 2-02913-0042;HPD Application 2006-040","1575 Bathgate Ave;Crotona Park Avenue Cluster","422550",,"1575 BATHGATE AVENUE","0",,"Bronx","BX03: Morrisania/Crotona","16","Bronx 167","1","8","1931","CROTONA PARK HOUSING","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2005","Never",,"Current","2005","Never",,"Never",
,"500591","Crotona Park Avenue Cluster","-73.8889793986242","40.8363005543289","BBL 2-02978-0179;HPD Application 2006-041","1674 Boston Road;Crotona Park Avenue Cluster","710460",,"1674 BOSTON ROAD","0",,"Bronx","BX03: Morrisania/Crotona","15","Bronx 155","1","21","1912","CROTONA PARK HOUSING","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","Non-Profit","Affordable","2005","Never",,"Current","2005","Never",,"Never",
,"500592","E. 139 Street Cluster / Nep","-73.9242306261644","40.8060933410419","BBL 2-02278-0013;HPD Application 2006-042;HPD Application 2007-089","410 East 134th Street;E. 139 Street Cluster / Nep","24600",,"410 EAST 134 STREET","5",,"Bronx","BX01: Mott Haven/Melrose","08","Bronx 17","1","3","1931","E. 139TH ST. CLUSTER","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500593","E. 139 Street Cluster / Nep","-73.9210351693231","40.8080125001738","BBL 2-02282-0032;HPD Application 2006-043;HPD Application 2007-087","464 East 138th Street;E. 139 Street Cluster / Nep","47329",,"464 EAST 138 STREET","0",,"Bronx","BX01: Mott Haven/Melrose","08","Bronx 25","1","4","1910","E. 139TH ST. CLUSTER","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500594","E. 139 Street Cluster / Nep","-73.9254673683124","40.8113200915067","BBL 2-02314-0087;HPD Application 2006-044;HPD Application 2007-046","285 East 139th Street;E. 139 Street Cluster / Nep","35047",,"285 EAST 139 STREET","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 39","1","4","1915","E. 139TH ST. CLUSTER","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500595","E. 139 Street Cluster / Nep","-73.9255179183973","40.8113420819144","BBL 2-02314-0088;HPD Application 2006-045;HPD Application 2007-048","283 East 139th Street;E. 139 Street Cluster / Nep","35047","Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","283 EAST 139 STREET","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 39","1","4","1915","E. 139TH ST. CLUSTER","Rental","Department of Finance;Department of Housing Preservation & Development","J-51 Tax Exemption;LIHTC 9%","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500596","2299 Andrews Avenue","-73.9077799137165","40.861403683332","BBL 2-03225-0136;HPD Application 2006-047;SHARS 20060026","2299 Andrews Avenue;ANDREWS AVENUE APARTMENTS","5811624",,"2299 ANDREWS AVENUE NORTH","0",,"Bronx","BX07: Kingsbridge Heights/Bedford","14","Bronx 255","2","38","2007","CITYWIDE SUPPORTIVE H","Rental","Division of Housing & Community Renewal","LIHTC 9%","Non-Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500597","Cypress Plaza Mews","-73.8913629058788","40.6779477600938","BBL 3-03947-0018;BBL 3-03947-0019;BBL 3-03947-0020;BBL 3-03947-0021;BBL 3-03947-0023;BBL 3-03947-0024;BBL 3-03947-0026;BBL 3-03947-0120;BBL 3-03947-0121;HPD Application 2006-048","182 Hendrix Street;Cypress Plaza Mews",,,"103 VAN SICLEN AVENUE;2806 FULTON STREET","0",,"Brooklyn","BK05: East New York/Starrett City","37","Brooklyn 1148","2","18",,"CYPRESS MEWS HDFC","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","2009","Never",,"Current","2009","Never",,"Never",
,"500598","Watkins Cluster","-73.9078890245257","40.6573324609396","BBL 3-03625-0041;HPD Application 2006-049;SHARS 20110049","910 Rockaway Avenue;Watkins Cluster;WATKINS CLUSTER - 910 ROCKAWAY AVE","24801",,"910 ROCKAWAY AVENUE","0",,"Brooklyn","BK16: Brownsville","42","Brooklyn 916","1","3","1930","WATKINS CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%;Other HCR Subsidy","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500599","Watkins Cluster","-73.9407598051145","40.6845849632963","BBL 3-01831-0077;HPD Application 2006-050;SHARS 20110055","431 Jefferson Avenue;Watkins Cluster;WATKINS CLUSTER - 431 JEFFERSON AVE","84700",,"431 JEFFERSON AVENUE","0",,"Brooklyn","BK03: Bedford Stuyvesant","36","Brooklyn 275","1","6","1900","WATKINS CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%;Other HCR Subsidy","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500600","Watkins Cluster","-73.9092026551313","40.6587141279057","BBL 3-03613-0042;HPD Application 2006-051;SHARS 20110052","518 Chester Street;Watkins Cluster;WATKINS CLUSTER - 518 CHESTER ST","49414",,"518 CHESTER STREET","0",,"Brooklyn","BK16: Brownsville","42","Brooklyn 916","1","4","1930","WATKINS CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%;Other HCR Subsidy","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500601","Watkins Cluster","-73.9098097916447","40.6575096487587","BBL 3-03623-0036;HPD Application 2006-052;SHARS 20110053","544 Bristol Street;Watkins Cluster;WATKINS CLUSTER - 544 BRISTOL ST","64959",,"544 BRISTOL STREET","0",,"Brooklyn","BK16: Brownsville","42","Brooklyn 916","1","6","1930","WATKINS CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%;Other HCR Subsidy","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500602","Watkins Cluster","-73.9140373028438","40.6604278378829","BBL 3-03584-0009;HPD Application 2006-053;SHARS 20110054","2187 Strauss Street;Watkins Cluster;WATKINS CLUSTER - 73 RIVERDALE AVE","86462",,"2183 STRAUSS STREET","0",,"Brooklyn","BK16: Brownsville","42","Brooklyn 898","1","6","1930","WATKINS CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%;Other HCR Subsidy","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500603","Watkins Cluster","-73.9045862420029","40.6557844592029","BBL 3-03638-0050;HPD Application 2006-054;SHARS 20110051","670 Watkins Street;Watkins Cluster;WATKINS CLUSTER - 670 WATKINS ST","43975",,"670 WATKINS STREET","0",,"Brooklyn","BK16: Brownsville","42","Brooklyn 922","1","4","1930","WATKINS CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%;Other HCR Subsidy","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500604","Watkins Cluster","-73.9155724409432","40.6606622807787","BBL 3-03582-0047;HPD Application 2006-055;SHARS 20110050","816 Saratoga Avenue;Watkins Cluster;WATKINS CLUSTER - 816 SARATOGA AVENUE","30169",,"816 SARATOGA AVENUE","0",,"Brooklyn","BK16: Brownsville","42","Brooklyn 894","1","4","1930","WATKINS CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%;Other HCR Subsidy","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500605","Watkins Cluster","-73.9100853686374","40.6589508720459","BBL 3-03612-0035;HPD Application 2006-056;SHARS 20110058","140 Newport Street;Watkins Cluster;WATKINS CLUSTER - 140 NEWPORT ST","96389",,"140 NEWPORT STREET","0",,"Brooklyn","BK16: Brownsville","42","Brooklyn 916","1","6","1930","WATKINS CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%;Other HCR Subsidy","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500606","Watkins Cluster","-73.9089491690453","40.6595867663022","BBL 3-03602-0009;HPD Application 2006-057;SHARS 20110076","167 Newport Street;Watkins Cluster;WATKINS CLUSTER - 167 NEWPORT ST","278371",,"167 NEWPORT STREET","0",,"Brooklyn","BK16: Brownsville","42","Brooklyn 916","1","12","1930","WATKINS CLUSTER, L.P.","Rental","Department of Finance;Department of Housing Preservation & Development;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%;Other HCR Subsidy","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500607","2330 Bronx Park East","-73.8701430507222","40.8608981194008","BBL 2-04340-0037;HPD Application 2006-058","2330 Bronx Park East","59584",,"2330 BRONX PARK EAST","0",,"Bronx","BX11: Morris Park/Bronxdale","13","Bronx 332","2","69","2008","PCMH HOUSING DEVELOPM","Rental","Department of Housing Preservation & Development","LIHTC 9%","Non-Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500608","""Bathgate Avenue Apartments, Bronx, Ny""","-73.8925387522136","40.8543695600916","BBL 2-03050-0070;BBL 2-03050-0072;BBL 2-03050-0073;BBL 2-03050-0074;HPD Application 2006-066","2269 Bathgate Avenue;2273 Bathgate Avenue;2275 Bathgate Avenue;2277 Bathgate Avenue;Bathgate Avenue Apartments, Bronx, Ny","3202248",,"2269 BATHGATE AVENUE;2271 BATHGATE AVENUE;2273 BATHGATE AVENUE;2275 BATHGATE AVENUE","1",,"Bronx","BX06: Belmont/East Tremont","15","Bronx 385","1","89",,"HIGHBRIDGE COMMUNITY","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Development Corporation","421a Tax Exemption;LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2008","Never",,"Current","2008","Never",,"Never",
,"500613","Montgomery Macombs Apartments","-73.9165745451599","40.8479092098291","BBL 2-02876-0184;BBL 2-02876-0185;BBL 2-02877-0233;HPD Application 2006-071","1491 Montgomery;1665 Macombs Road;1669 Macombs Road;Montgomery Macombs Apartments","3290811",,"1491 MONTGOMERY AVENUE;1665 MACOMBS ROAD;1669 MACOMBS ROAD","1",,"Bronx","BX05: Fordham/University Heights","16","Bronx 215.02","3","111","1924","MONTMAC DEVELOPER, L.","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Development Corporation","J-51 Tax Exemption;LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500614","Cedars","-73.8990104952646","40.8154746674027","BBL 2-02707-0011;HPD Application 2006-072","745 Fox Street;Cedars","1800090",,"745 FOX STREET","0",,"Bronx","BX02: Hunts Point/Longwood","17","Bronx 85","1","95","1850","MI CASA HDFC","Rental","Department of Housing Preservation & Development;Housing Development Corporation","LIHTC 4%;Other HDC Mortgage","Non-Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500616","""Crotona Parkway Apartments, Bronx, Ny""",,,"BBL 2-02985-7501;HPD Application 2006-074","Crotona Parkway Apartments, Bronx, Ny",,,"1926 CROTONA PARKWAY","0",,"Bronx","BX06: Belmont/East Tremont",,,"1","96","2007",,"Rental","Department of Housing Preservation & Development","LIHTC 4%","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500617","Granite Terrace Apartments","-73.9080861974635","40.812432879186","BBL 2-02580-0011;HPD Application 2006-075","520 Concord Avenue;532 Concord Avenue;Granite Terrace Apartments","2654608",,"520 CONCORD AVENUE","0",,"Bronx","BX01: Mott Haven/Melrose","17","Bronx 35","1","77","2007","GRANITE TERRACE LLC","Rental","Department of Housing Preservation & Development;Housing Development Corporation","LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500618","Intervale Gardens Apartments","-73.8961264920762","40.8277299969605","BBL 2-02692-0048;BBL 2-02692-0049;BBL 2-02692-0051;BBL 2-02692-0052;HPD Application 2006-076","1153 Intervale Avenue;Intervale Gardens Apartments","1224850",,,"122",,"Bronx","BX02: Hunts Point/Longwood","17","Bronx 131","5","66","2007","INTERVALE GARDENS LLC","Rental","Department of Finance;Department of Housing Preservation & Development;Housing Development Corporation","421a Tax Exemption;LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500619","Spring Creek Apartments",,,"BBL 3-04515-7501;BBL 3-04516-7501;HPD Application 2006-077","Spring Creek Apartments",,,"890 DREW STREET;901 DREW STREET;903 DREW STREET","11",,"Brooklyn","BK05: East New York/Starrett City",,,"3","582","1988","SPRING CREEK GARDENS","Rental","Department of Housing Preservation & Development","LIHTC 4%","Non-Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500620","Monterey Apartments","-73.895006447578","40.8482758536621","BBL 2-03061-0007;BBL 2-03061-0009;BBL 2-03061-0011;HPD Application 2006-078","4278 Third Ave;Monterey Apartments","279057",,"4278 THIRD AVENUE","0",,"Bronx","BX06: Belmont/East Tremont","15","Bronx 375.02","4","97",,"MONTEREY APARTMENTS L","Rental","Department of Housing Preservation & Development;Housing Development Corporation","LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500621","The Pitt Street Residence","-73.981807146426","40.7203465279592","BBL 1-00345-0056;BBL 1-00345-0058;HPD Application 2006-079","The Pitt Street Residence","948330",,"133 PITT STREET","0",,"Manhattan","MN03: Lower East Side/Chinatown","01","Manhattan 22.01","2","263",,"PITT STREET L.P.","Rental","Department of Housing Preservation & Development","LIHTC 4%","For Profit","Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"500622","New Hope Walton Apts","-73.9103396536158","40.8478633617347","BBL 2-02850-0060;HPD Application 2006-081","1775 Walton Avenue;1785 Walton Avenue;New Hope Walton Apts","1345631",,,"0",,"Bronx","BX05: Fordham/University Heights","14","Bronx 227.01","1","63","2007","1785_WALTON AVENUE AS","Rental","Department of Housing Preservation & Development;Housing Development Corporation","LIHTC 4%;Other HDC Mortgage","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500623","Sister Strength Housing","-73.980760129595","40.6857267025937","BBL 3-00179-0027;HPD Application 2006-082","Sister Strength Housing",,,,"0",,"Brooklyn","BK02: Fort Greene/Brooklyn Heights","33","Brooklyn 39","1","84","1927","Y W C A","Rental","Department of Housing Preservation & Development","LIHTC 4%","For Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500625","110 Fulton Street","-74.0071201566246","40.7096871149867","BBL 1-00078-0019;HPD Application 2006-084","110 Fulton Street","2079900",,"110 FULTON STREET","0",,"Manhattan","MN01: Financial District","01","Manhattan 15.02","1","28",,"16 DUTCH HOUSING DEVE","Rental","Department of Housing Preservation & Development","Inclusionary Zoning;LIHTC 4%","Non-Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"500626","Markham Gardens Apartments","-74.116486904779","40.6394006660737","BBL 5-00169-0001;HPD Application 2006-085","Markham Gardens Apartments","26449433",,"11 MARKHAM LANE;1470 RICHMOND TERRACE;15 SKINNER LANE;24 SKINNER LANE;25 SKINNER LANE;26 MARKHAM LANE;31 MARKHAM LANE;32 MARKHAM LANE;32 SKINNER LANE;39 MARKHAM LANE;40 NORTH BURGHER AVENUE;40 SKINNER LANE;46 SKINNER LANE;47 MARKHAM LANE;51 MARKHAM LANE;52 MARKHAM LANE;70 NORTH BURGHER AVENUE","2",,"Staten Island","SI01: St. George/Stapleton","49","Staten Island 97","24","240","2007","MARKHAM GARDENS L.P.","Rental","Department of Housing Preservation & Development","LIHTC 4%","Non-Profit","Affordable","2006","Never",,"Current","2006","Never",,"Never",
